Music;Artist;Text;Language;Url;Search Status;
CaetanoVeloso;Sozinho;Às vezes, no silêncio da noite Eu fico imaginando nós dois Eu fico ali sonhando acordado Juntando o antes, o agora e o depois Por que você me deixa tão solto? Por que você não cola em mim? 'To me sentindo muito sozinho Não sou nem quero ser o seu dono É que um carinho, às vezes, cai bem Eu tenho os meus segredos e planos Secretos, só abro pra você, mais ninguém Por que você me esquece e some? E se eu me interessar por alguém? E se ela, de repente, me ganha? Quando a gente gosta é claro que a gente cuida Fala que me ama só que é da boca pra fora Ou você me engana ou não está madura Onde está você agora? Quando a gente gosta é claro que a gente cuida Fala que me ama só que é da boca pra fora Ou você me engana ou não está madura Ei, ei, ei Onde está você agora?;PT-BR;https://api.vagalume.com.br/search.php?art= Sozinho &mus=Caetano-Veloso&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
Immortality;CélineDionft.BeeGees;So this is who I am And this is all I know And I must choose to live For all that I can give The spark that makes the power grow And I will stand for my dream if I can Symbol of my faith in who I am But you are my only And I must follow on the road, that lies ahead And I won't let my heart control my head But you are my only And we don't say goodbye We don't say goodbye And I know what I've got to be Immortality I make my journey through eternity I keep the memory of you and me Inside Fulfill your destiny Is there within the child My storm will never end My fate is on the wind The king of hearts, the joker's wild We don't say goodbye We don't say goodbye I'll make them all remember me 'Cause I have found a dream that must come true Every ounce of me must see it through But you are my only I'm sorry I don't have a role for love to play Hand over my heart I'll find my way I will make them give to me Immortality There is a vision and a fire in me I keep the memory of you and me, inside And we don't say goodbye We don't say goodbye With all my love for you And what else we may do We don't say, goodbye;PT-BR;https://api.vagalume.com.br/search.php?art= Celine Dion ft. Bee Gees &mus=Immortality&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
GarotaNacional;Skank;Aqui nesse mundinho fechado ela é incrível Com seu vestidinho preto indefectível Eu detesto o jeito dela, mas pensando bem Ela fecha com meus sonhos como ninguém, uh  Beat it laun, daun daun Beat it loom, dap´n daun Beat it laun, baun baun(2x)  Conhece a ti mesmo que eu me conheço bem Sou um qualquer vulgar, bem, às vezes me esqueço E finjo que não finjo, ao ignorar eu sei Que ela me domina no primeiro olhar, uh  Beat it laun, daun daun Beat it loom, dap´n daun Beat it laun, baun baun(2x)  Eu quero-te provar, sem medo e sem amor Oh, quero-te provar  Porque ela derrama um banquete, um palacete Um anjo de vestido, uma libido do cacete Ela é tão tão vistosa que talvez seja mentira Quem dera minha cara fôsse de sucupira  Conhece a ti mesmo que eu me conheço bem Sou um qualquer vulgar, bem, às vezes me esqueço E finjo que não finjo, ao ignorar eu sei Que ela me domina no primeiro olhar, uh  Beat it laun, daun daun Beat it loom, dap´n daun Beat it laun, baun baun(2x)  Eu quero te provar Sem medo e sem amor Quero te provar Eu quero te provar Cozida à vapor Quero te provar;PT-BR;https://api.vagalume.com.br/search.php?art= Skank &mus=Garota-Nacional&apikey=dc668952146a4a25b6d06586e7b69708;exact
Evidências;ChitãozinhoeXororó;Quando digo que deixei de te amar  É porque eu te amo Quando eu digo que não quero mais você  É porque eu te quero Eu tenho medo de te dar meu coração E confessar que eu estou em tuas mãos Mas não posso imaginar o que vai ser de mim Se eu te perder um dia  Eu me afasto e me defendo de você  Mas depois me entrego Faço tipo, falo coisas que eu não sou  Mas depois eu nego Mas a verdade é que eu sou louco por você E tenho medo de pensar em te perder Eu preciso aceitar que não dá mais  Pra separar as nossas vidas  E nessa loucura de dizer que não te quero Vou negando as aparências  Disfarçando as evidências Mas pra que viver fingindo Se eu não posso enganar meu coração Eu sei que te amo  Chega de mentiras, de negar o meu desejo Eu te quero mais do que tudo Eu preciso do seu beijo Eu entrego a minha vida  Pra você fazer o que quiser de mim Só quero ouvir você dizer que sim  Diz que é verdade, que tem saudade Que ainda você pensa muito em mim Diz que é verdade, que tem saudade Que ainda você quer viver pra mim;PT-BR;https://api.vagalume.com.br/search.php?art= Chitaozinho e Xororo &mus=Evidencias&apikey=dc668952146a4a25b6d06586e7b69708;exact
Quesechamaamor;Sópracontrariar;Como é que uma coisa assim machuca tanto,       E toma conta de todo o meu ser,       É uma saudade imensa que partiu meu coração,       É a dor mais funda que a pessoa pode ter.        É um virus que se pega com mil fantasias,       Num simples toque de olhar,       Me sinto tão carente, consequência desta dor,       Que nao tem dia e nem tem hora pra acabar.         Ai eu me afogo num copo de cerveja,       E nela esteja minha solução,       Entao eu chego em casa todo dia embriagado,       Vou enfrentar o quarto e dormir com a solidão.  [REFRAO]       Meu Deus, não,       Eu nao posso enfrentar essa dor.       Que se chama amor,       Tomou conta do meu ser,       Dia-a-dia pouco a pouco,       Já estou ficando louco,       Só por causa de você.;PT-BR;https://api.vagalume.com.br/search.php?art= So pra contrariar &mus=Que-se-chama-amor&apikey=dc668952146a4a25b6d06586e7b69708;aprox
MinadeFé;OsMorenos;Eu era feliz sem saber,  Isso me revolta Tudo que eu fiz foi sem querer,  Será que tem volta  Eu não dei valor, não me dediquei Ao meu grande amor Como eu vacilei Tô doente de saudade  Tanta curtição, tanta liberdade Quanta azaração  Quanta falsidade Tô doente de saudade  Eu aprendi não vale nada Noite, farra, madrugada Eu prometi não te magoar Pode confiar  Foi preciso perder Pra aprender a valorizar A mina de fé, a mina de fé Eu preciso entender Não se deve largar jamais A mina de fé, a mina de fé;PT-BR;https://api.vagalume.com.br/search.php?art= Os Morenos &mus=Mina-de-Fe&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Cadavoltaéumrecomeço;ZezéDiCamargoeLuciano;Mais uma vez Meu coração esquece tudo que você me fez E eu volto pra esse amor insano sem pensar em mim Pra recomeçar, já sabendo o fim  Mas é paixão E essas coisas de paixão não tem explicação É simplesmente se entregar deixar acontecer Eu sempre acabo me envolvendo com você  Nesses desencontros eu insisto em te encontrar Como se eu partisse já pensando em voltar Como se no fundo eu não pudesse existir sem ter você Toda vez que volto eu te vejo sempre igual Como se a saudade fosse a coisa mais banal E eu chegando sempre como um louco pra dizer que amo você  Que me leve pela vida o coração Como versos pra canção Volto pra você Volto pelo amor Não importa se é um sonho pelo avesso Cada volta é um recomeço;PT-BR;https://api.vagalume.com.br/search.php?art= Zeze Di Camargo e Luciano &mus=Cada-volta-e-um-recomeco&apikey=dc668952146a4a25b6d06586e7b69708;aprox
ViraVira;MamonasAssassinas;Raios!  Fui convidado pra uma tal de suruba Não pude ir, Maria foi no meu lugar Depois de uma semana ela voltou "pra" casa Toda arregaçada, não podia nem sentar  Quando vi aquilo fiquei assustado Maria chorando começou a me explicar Daí então eu fiquei aliviado E dei graças a Deus porque ela foi no meu lugar!  (Refrão) Roda-roda vira, solta a roda e vem Me passaram a mão na bunda e ainda não comi ninguém Roda-roda vira, solta a roda e vem Neste raio de suruba, já me passaram a mão na bunda E ainda não comi ninguém!  Oh, Manoel, olha cá como eu estou Tu não imaginas como eu estou sofrendo Uma "teta" minha um negão arrancou E a outra que sobrou está doendo  Ôô Maria, vê se larga de frescura Eu te levo no hospital pela manhã Tu ficaste tão bonita "monoteta" Mais vale um na mão do que dois no sutiã!  Roda-roda vira, solta a roda e vem Me passaram a mão na bunda e ainda não comi ninguém Roda-roda vira, solta a roda e vem Neste raio de suruba, já me passaram a mão na bunda E ainda não comi ninguém!   Bate o pé, (arrota), bate o pé  Ôô Maria, essa suruba me excita (arrebita, arrebita, arrebita!) Então vai fazer amor com uma cabrita! (arrebita, arrebita, arrebita!) Mas Maria, isso é bom que te exercita! (bate o pé, arrebita, arrebita!) Manoel, tu na cabeça tem titica Larga de putaria e vai cuidar da padaria!  Roda-roda vira, solta a roda e vem Me passaram a mão na bunda e ainda não comi ninguém Roda-roda vira, solta a roda e vem Neste raio de suruba, já me passaram a mão na bunda E ainda não comi ninguém!   Vamos lá, dançando raios! Todo mundo comigo: Ueu ueu ueu! A maria se deu mal! Vamos lá! Ai, como dói...;PT-BR;https://api.vagalume.com.br/search.php?art= Mamonas Assassinas &mus=Vira-Vira&apikey=dc668952146a4a25b6d06586e7b69708;exact
Palpite;VanessaRangel;Tô com saudades de você, debaixo do meu cobertor De te arrancar suspiros, fazer amor Tô com saudades de você, na varanda em noite quente E o arrepio frio que dá na gente Truque do desejo Guardo na boca, o gosto do beijo. Eu sinto a falta de você, me sinto só  E aí? Será que você volta? Tudo à minha volta é triste E aí? O amor pode acontecer de novo pra você Palpite  Tô com saudades de você, do nosso banho de chuva Do calor na minha pele, da língua tua Tô com saudades de você, censurando o meu vestido As juras de amor ao pé do ouvido Truque do desejo Guardo na boca, o gosto do beijo Eu sinto a falta de você, me sinto só,  E aí? Será que você volta? Tudo à minha volta é triste E aí? O amor pode acontecer, de novo pra você Palpite;PT-BR;https://api.vagalume.com.br/search.php?art= Vanessa Rangel &mus=Palpite&apikey=dc668952146a4a25b6d06586e7b69708;exact
PraFalarAVerdade;Daniel;Um amigo me falou Que a poeira vai baixar Que qualquer carinho novo Põe as coisas no lugar Que essa falta de você Tende a desaparecer E a distância faz a gente esquecer                                                             Que o amargo e a solidão Que me corta o coração De repente vão embora Feito chuva de verão Que esse pranto vai secar E eu vou me acostumar Que a tempestade logo vai passar                                                                 Pra falar a verdade na realidade É que pra você o nosso amor desencantou (bis) Só que no meu caso saiu tudo errado Se o tempo apaga dessa vez não apagou;PT-BR;https://api.vagalume.com.br/search.php?art= Daniel &mus=Pra-Falar-A-Verdade&apikey=dc668952146a4a25b6d06586e7b69708;exact
